Country,Cause,CancerSite,ageStart,ageGroup,ageLabel,Females_2011,Females_2012,Females_2013,Females_2014,Females_2015,Females_2016,Females_2017,Males_2011,Males_2012,Males_2013,Males_2014,Males_2015,Males_2016,Males_2017
Greece,Malignant neoplasm of thyroid gland,Thyroid Gland,70,70-74,From 70 to 74 years,7,9,6,8,7,5,10,4,6,0,3,5,2,2
Greece,Malignant neoplasm of thyroid gland,Thyroid Gland,75,75-79,From 75 to 79 years,11,5,7,14,7,5,8,8,3,9,8,6,7,5
Greece,Malignant neoplasm of thyroid gland,Thyroid Gland,80,80-84,From 80 to 84 years,11,11,14,9,15,10,4,5,2,3,3,4,9,1
Greece,Malignant neoplasm of thyroid gland,Thyroid Gland,85,85,85 years or over,7,11,14,11,10,8,8,5,1,3,3,3,8,5
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",5,5-9,From 5 to 9 years,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",15,15-19,From 15 to 19 years,0,0,1,0,0,0,0,1,0,0,1,0,1,0
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",20,20-24,From 20 to 24 years,1,1,1,0,0,0,0,2,2,0,2,1,0,2
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",25,25-29,From 25 to 29 years,1,2,0,1,1,2,0,1,2,2,1,0,1,1
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",30,30-34,From 30 to 34 years,1,3,3,3,3,1,2,4,6,2,4,2,1,1
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",35,35-39,From 35 to 39 years,2,6,6,3,6,3,3,15,15,6,9,9,5,8
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",40,40-44,From 40 to 44 years,21,15,17,12,14,13,6,34,26,35,27,26,28,27
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",45,45-49,From 45 to 49 years,42,37,36,48,43,35,31,97,106,74,87,79,73,78
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",50,50-54,From 50 to 54 years,69,67,90,77,76,88,62,234,236,251,206,177,185,162
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",55,55-59,From 55 to 59 years,109,118,125,109,129,118,122,455,452,481,463,477,410,391
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",60,60-64,From 60 to 64 years,135,142,144,169,143,192,167,710,714,711,719,689,679,671
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",65,65-69,From 65 to 69 years,124,135,190,173,219,209,205,793,803,930,1038,993,940,943
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",70,70-74,From 70 to 74 years,160,189,168,175,190,185,234,887,907,889,936,911,943,1012
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",75,75-79,From 75 to 79 years,182,195,206,196,208,221,193,990,1011,1010,983,1000,1012,993
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",80,80-84,From 80 to 84 years,189,199,186,210,207,228,215,720,779,794,823,835,838,849
Greece,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",85,85,85 years or over,178,162,155,178,173,180,197,424,414,477,426,545,536,602
Greece,Malignant neoplasms (C00-C97),All Cancers,1,1-4,From 1 to 4 years,8,7,7,7,2,5,5,16,8,5,10,4,7,4
Greece,Malignant neoplasms (C00-C97),All Cancers,5,5-9,From 5 to 9 years,5,6,11,3,5,6,11,9,12,9,6,4,13,13
Greece,Malignant neoplasms (C00-C97),All Cancers,10,10-14,From 10 to 14 years,17,7,7,8,4,8,10,10,9,14,9,10,12,11
Greece,Malignant neoplasms (C00-C97),All Cancers,15,15-19,From 15 to 19 years,15,8,5,7,8,9,10,9,11,5,10,15,14,13
Greece,Malignant neoplasms (C00-C97),All Cancers,20,20-24,From 20 to 24 years,13,13,10,13,12,9,14,25,25,19,26,19,16,17
Greece,Malignant neoplasms (C00-C97),All Cancers,25,25-29,From 25 to 29 years,20,27,12,18,15,18,13,20,29,20,31,32,22,22
Greece,Malignant neoplasms (C00-C97),All Cancers,30,30-34,From 30 to 34 years,61,55,40,40,45,47,27,46,62,60,46,44,30,38
Greece,Malignant neoplasms (C00-C97),All Cancers,35,35-39,From 35 to 39 years,90,91,85,92,86,90,85,89,84,79,70,76,63,69
Greece,Malignant neoplasms (C00-C97),All Cancers,40,40-44,From 40 to 44 years,162,177,182,173,169,183,160,160,154,148,127,137,146,143
Greece,Malignant neoplasms (C00-C97),All Cancers,45,45-49,From 45 to 49 years,273,308,312,293,304,294,258,318,335,309,315,289,279,282
Greece,Malignant neoplasms (C00-C97),All Cancers,50,50-54,From 50 to 54 years,445,489,496,486,442,503,472,635,623,644,608,558,562,541
Greece,Malignant neoplasms (C00-C97),All Cancers,55,55-59,From 55 to 59 years,603,665,688,621,678,692,697,1081,1140,1073,1081,1143,1001,1026
Greece,Malignant neoplasms (C00-C97),All Cancers,60,60-64,From 60 to 64 years,785,795,792,868,794,898,870,1563,1651,1656,1627,1591,1602,1669
Greece,Malignant neoplasms (C00-C97),All Cancers,65,65-69,From 65 to 69 years,916,1004,1039,1073,1137,1136,1130,1902,2014,2235,2319,2329,2245,2204
Greece,Malignant neoplasms (C00-C97),All Cancers,70,70-74,From 70 to 74 years,1333,1256,1256,1293,1236,1255,1348,2472,2487,2355,2385,2432,2454,2568
Greece,Malignant neoplasms (C00-C97),All Cancers,75,75-79,From 75 to 79 years,1765,1815,1853,1837,1873,1828,1575,3160,3162,3154,3170,3065,3068,2876
Greece,Malignant neoplasms (C00-C97),All Cancers,80,80-84,From 80 to 84 years,2045,2052,2202,2038,2191,2299,2180,2926,3057,3057,3108,3249,3235,3237
Greece,Malignant neoplasms (C00-C97),All Cancers,85,85,85 years or over,2065,2114,2295,2399,2552,2742,2783,2269,2421,2704,2859,3133,3261,3488
Hungary,Malignant neoplasm of bladder,Bladder,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of bladder,Bladder,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of bladder,Bladder,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of bladder,Bladder,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hungary,Malignant neoplasm of bladder,Bladder,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of bladder,Bladder,25,25-29,From 25 to 29 years,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of bladder,Bladder,30,30-34,From 30 to 34 years,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Hungary,Malignant neoplasm of bladder,Bladder,35,35-39,From 35 to 39 years,0,1,0,0,2,1,0,0,0,2,0,0,0,0
Hungary,Malignant neoplasm of bladder,Bladder,40,40-44,From 40 to 44 years,2,0,3,1,1,2,0,2,4,1,4,3,1,3
Hungary,Malignant neoplasm of bladder,Bladder,45,45-49,From 45 to 49 years,3,3,4,3,2,3,3,3,6,9,4,5,9,3
Hungary,Malignant neoplasm of bladder,Bladder,50,50-54,From 50 to 54 years,6,5,7,3,6,5,12,21,19,24,10,20,11,15
Hungary,Malignant neoplasm of bladder,Bladder,55,55-59,From 55 to 59 years,23,23,19,26,24,16,16,44,60,42,47,43,37,36
Hungary,Malignant neoplasm of bladder,Bladder,60,60-64,From 60 to 64 years,31,27,31,29,36,38,41,94,82,78,64,91,77,84
Hungary,Malignant neoplasm of bladder,Bladder,65,65-69,From 65 to 69 years,23,27,32,47,27,36,48,97,106,85,78,102,111,115
Hungary,Malignant neoplasm of bladder,Bladder,70,70-74,From 70 to 74 years,43,33,34,43,39,45,43,95,111,103,101,117,115,110
Hungary,Malignant neoplasm of bladder,Bladder,75,75-79,From 75 to 79 years,41,38,28,43,31,46,32,123,119,97,95,125,102,103
Hungary,Malignant neoplasm of bladder,Bladder,80,80-84,From 80 to 84 years,42,51,51,55,49,44,65,92,115,99,103,87,117,100
Hungary,Malignant neoplasm of bladder,Bladder,85,85,85 years or over,53,61,53,70,63,56,55,83,92,96,80,85,103,98
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,1,1-4,From 1 to 4 years,1,1,1,3,2,3,0,1,4,2,2,0,3,2
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,5,5-9,From 5 to 9 years,0,4,2,5,2,3,4,0,0,1,0,3,1,0
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,10,10-14,From 10 to 14 years,0,1,1,1,3,1,1,1,6,3,4,1,0,1
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,15,15-19,From 15 to 19 years,5,1,0,4,1,3,0,3,3,5,2,1,5,4
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,20,20-24,From 20 to 24 years,4,0,1,0,1,3,2,2,5,3,2,2,2,5
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,25,25-29,From 25 to 29 years,2,1,1,0,4,2,6,2,4,7,6,4,6,6
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,30,30-34,From 30 to 34 years,4,2,3,7,6,2,2,8,7,6,6,2,4,9
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,35,35-39,From 35 to 39 years,15,8,11,12,7,9,12,15,12,12,12,10,14,11
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,40,40-44,From 40 to 44 years,9,10,4,10,11,9,8,18,16,17,13,17,14,22
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,45,45-49,From 45 to 49 years,13,16,12,7,21,18,6,11,19,15,15,33,22,19
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,50,50-54,From 50 to 54 years,18,18,20,12,22,18,16,27,23,24,26,30,20,16
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,55,55-59,From 55 to 59 years,24,32,32,31,26,38,17,41,37,46,43,43,43,35
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,60,60-64,From 60 to 64 years,37,50,47,48,35,41,35,32,50,51,50,48,43,60
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,65,65-69,From 65 to 69 years,47,43,48,46,50,47,54,34,46,44,47,49,54,56
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,70,70-74,From 70 to 74 years,55,27,37,48,57,46,43,32,38,49,42,49,51,38
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,75,75-79,From 75 to 79 years,42,38,49,49,38,39,50,20,32,33,37,28,33,30
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,80,80-84,From 80 to 84 years,24,24,35,27,32,25,35,14,25,17,15,23,24,18
Hungary,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,85,85,85 years or over,20,19,16,22,18,19,22,10,14,8,7,8,3,16
Hungary,Malignant neoplasm of breast,Breast,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of breast,Breast,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of breast,Breast,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of breast,Breast,15,15-19,From 15 to 19 years,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of breast,Breast,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of breast,Breast,25,25-29,From 25 to 29 years,3,1,1,6,2,2,2,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of breast,Breast,30,30-34,From 30 to 34 years,14,9,12,17,11,10,16,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of breast,Breast,35,35-39,From 35 to 39 years,37,35,35,33,32,30,45,0,0,0,0,1,0,0
Hungary,Malignant neoplasm of breast,Breast,40,40-44,From 40 to 44 years,51,41,42,52,47,49,48,0,2,0,1,0,0,0
Hungary,Malignant neoplasm of breast,Breast,45,45-49,From 45 to 49 years,87,92,79,78,67,68,88,1,0,0,2,1,0,1
Hungary,Malignant neoplasm of breast,Breast,50,50-54,From 50 to 54 years,141,125,107,127,114,117,104,2,0,3,1,1,0,0
Hungary,Malignant neoplasm of breast,Breast,55,55-59,From 55 to 59 years,206,204,208,182,184,179,156,3,4,0,5,4,2,1
Hungary,Malignant neoplasm of breast,Breast,60,60-64,From 60 to 64 years,247,270,278,244,294,256,248,5,3,3,2,4,6,1
Hungary,Malignant neoplasm of breast,Breast,65,65-69,From 65 to 69 years,248,244,249,272,297,295,283,1,5,8,7,5,6,6
Hungary,Malignant neoplasm of breast,Breast,70,70-74,From 70 to 74 years,269,296,292,320,308,327,278,0,3,4,3,3,5,1
Hungary,Malignant neoplasm of breast,Breast,75,75-79,From 75 to 79 years,283,267,284,263,276,336,300,3,4,6,1,3,2,3
Hungary,Malignant neoplasm of breast,Breast,80,80-84,From 80 to 84 years,258,240,281,248,282,258,252,5,3,2,2,5,2,1
Hungary,Malignant neoplasm of breast,Breast,85,85,85 years or over,294,271,299,265,305,296,303,1,3,1,2,3,2,1
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,20,20-24,From 20 to 24 years,1,0,0,1,0,0,0,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,25,25-29,From 25 to 29 years,3,2,2,1,2,0,1,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,30,30-34,From 30 to 34 years,7,6,8,7,6,4,3,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,35,35-39,From 35 to 39 years,18,19,11,23,18,22,12,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,40,40-44,From 40 to 44 years,29,32,20,21,41,17,32,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,45,45-49,From 45 to 49 years,37,40,49,34,32,31,39,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,50,50-54,From 50 to 54 years,39,48,44,34,48,29,36,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,55,55-59,From 55 to 59 years,64,53,59,64,59,52,50,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,60,60-64,From 60 to 64 years,42,41,52,51,73,77,50,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,65,65-69,From 65 to 69 years,43,46,60,44,50,48,41,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,70,70-74,From 70 to 74 years,40,42,28,44,46,32,36,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,75,75-79,From 75 to 79 years,32,39,23,32,40,34,23,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,80,80-84,From 80 to 84 years,32,32,26,39,31,23,24,,,,,,,
Hungary,Malignant neoplasm of cervix uteri,Cervix Uteri,85,85,85 years or over,27,26,23,25,30,27,30,,,,,,,
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",15,15-19,From 15 to 19 years,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",20,20-24,From 20 to 24 years,0,2,1,0,0,0,1,1,2,1,0,0,0,0
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",25,25-29,From 25 to 29 years,1,0,1,5,3,2,2,4,5,9,1,4,1,1
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",30,30-34,From 30 to 34 years,7,3,6,7,5,6,4,2,2,7,4,4,3,7
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",35,35-39,From 35 to 39 years,13,13,17,15,9,8,13,11,17,17,13,16,13,11
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",40,40-44,From 40 to 44 years,23,29,12,24,24,19,18,28,21,31,31,25,27,30
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",45,45-49,From 45 to 49 years,36,27,35,39,42,33,35,47,51,57,46,48,51,52
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",50,50-54,From 50 to 54 years,80,91,69,57,55,50,67,122,103,118,113,99,96,95
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",55,55-59,From 55 to 59 years,166,165,145,140,126,127,94,266,298,286,284,255,249,198
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",60,60-64,From 60 to 64 years,175,202,195,218,210,233,198,368,380,387,402,425,419,415
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",65,65-69,From 65 to 69 years,227,254,266,264,237,252,291,436,441,404,432,472,457,454
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",70,70-74,From 70 to 74 years,300,282,314,311,328,338,334,474,453,476,484,464,478,496
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",75,75-79,From 75 to 79 years,369,391,397,339,325,375,355,448,410,454,417,426,461,450
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",80,80-84,From 80 to 84 years,398,376,380,393,379,354,321,370,353,351,367,351,324,333
Hungary,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",85,85,85 years or over,424,439,403,390,440,417,436,258,273,267,253,236,266,274
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",1,1-4,From 1 to 4 years,0,0,1,0,0,0,0,1,0,1,1,0,0,0
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",5,5-9,From 5 to 9 years,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",15,15-19,From 15 to 19 years,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",20,20-24,From 20 to 24 years,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",25,25-29,From 25 to 29 years,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",30,30-34,From 30 to 34 years,0,0,0,0,0,4,1,0,2,0,0,1,0,1
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",35,35-39,From 35 to 39 years,2,2,2,3,0,1,2,0,6,2,4,2,5,1
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",40,40-44,From 40 to 44 years,2,1,6,3,5,5,1,7,10,10,7,8,7,4
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",45,45-49,From 45 to 49 years,3,4,5,2,4,2,5,15,21,21,15,22,15,18
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",50,50-54,From 50 to 54 years,4,7,11,12,3,7,10,40,29,20,29,26,25,27
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",55,55-59,From 55 to 59 years,29,19,22,18,22,16,12,68,53,44,49,43,44,43
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",60,60-64,From 60 to 64 years,34,27,37,33,34,27,40,72,52,65,54,68,80,67
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",65,65-69,From 65 to 69 years,56,34,38,34,28,28,50,63,72,66,84,70,74,86
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",70,70-74,From 70 to 74 years,43,37,42,49,43,41,48,59,66,73,77,79,66,65
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",75,75-79,From 75 to 79 years,60,38,53,46,47,54,51,45,79,62,61,57,52,58
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",80,80-84,From 80 to 84 years,62,40,58,44,36,52,46,43,50,43,46,41,47,43
Hungary,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",85,85,85 years or over,39,40,55,57,51,60,50,30,37,34,27,28,39,38
Hungary,Malignant neoplasm of larynx,Larynx,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of larynx,Larynx,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hungary,Malignant neoplasm of larynx,Larynx,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of larynx,Larynx,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of larynx,Larynx,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of larynx,Larynx,25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of larynx,Larynx,30,30-34,From 30 to 34 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of larynx,Larynx,35,35-39,From 35 to 39 years,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Hungary,Malignant neoplasm of larynx,Larynx,40,40-44,From 40 to 44 years,1,2,1,0,0,0,1,5,7,3,7,2,6,3
Hungary,Malignant neoplasm of larynx,Larynx,45,45-49,From 45 to 49 years,3,5,5,3,3,4,3,33,26,28,22,16,21,13
Hungary,Malignant neoplasm of larynx,Larynx,50,50-54,From 50 to 54 years,8,3,4,3,7,1,1,71,60,54,45,36,30,39
Hungary,Malignant neoplasm of larynx,Larynx,55,55-59,From 55 to 59 years,18,12,16,16,12,4,10,120,97,105,83,77,72,62
Hungary,Malignant neoplasm of larynx,Larynx,60,60-64,From 60 to 64 years,15,10,20,19,16,24,18,91,100,101,94,92,104,97
Hungary,Malignant neoplasm of larynx,Larynx,65,65-69,From 65 to 69 years,7,5,7,8,19,8,15,67,67,75,62,71,63,82
Hungary,Malignant neoplasm of larynx,Larynx,70,70-74,From 70 to 74 years,5,7,3,4,10,8,6,36,60,50,62,47,56,45
Hungary,Malignant neoplasm of larynx,Larynx,75,75-79,From 75 to 79 years,2,5,4,5,5,6,4,43,45,22,34,24,27,28
Hungary,Malignant neoplasm of larynx,Larynx,80,80-84,From 80 to 84 years,7,2,6,3,0,3,4,16,12,25,19,18,20,22
Hungary,Malignant neoplasm of larynx,Larynx,85,85,85 years or over,2,5,2,4,2,3,5,8,9,12,16,6,10,6
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",20,20-24,From 20 to 24 years,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",25,25-29,From 25 to 29 years,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",30,30-34,From 30 to 34 years,0,3,1,2,0,2,1,0,3,1,2,3,0,0
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",35,35-39,From 35 to 39 years,0,4,2,4,2,2,2,5,3,3,5,6,8,2
